"Person","Country","Industry","age","Net Worth, $B","Rank","Time",
"Wei Yin-Heng","Taiwan","food, beverages","55","1.9","931","2014",
"Tsai Eng-Meng","Taiwan","food, beverages","57","9.5","130","2014",
"Tsai Eng-Meng","Taiwan","food, beverages","58","8.9","147","2015",
"Horst Wortmann","Germany","Footwear","73","1.3","1415","2015",
"Heinrich Deichmann","Germany","Footwear","52","4.6","352","2015",
"Martha Ford","United States","Ford Motor","89","1.5","1250","2015",
"William Ford, Sr.","United States","Ford Motor Co","89","1.35","1270","2014",
"Roberto Angelini Rossi","Chile","forestry, mining","66","1.6","1226","2015",
"Roberto Angelini Rossi","Chile","forestry, mining","65","1.6","1092","2014",
"Patricia Angelini Rossi","Chile","forestry, mining","60","1.3","1415","2015",
"Patricia Angelini Rossi","Chile","forestry, mining","59","1.35","1270","2014",
"Bernard Ecclestone","United Kingdom","Formula One","84","3.9","435","2015",
"Bernard Ecclestone & family","United Kingdom","Formula One","83","4.2","354","2014",
"Josef Boquoi","Germany","frozen foods","81","1.5","1250","2015",
"Robert Rich, Jr.","United States","frozen foods","73","3","551","2014",
"Robert Rich, Jr.","United States","frozen foods","74","3.2","557","2015",
"Sam Goi","Singapore","frozen foods","65","2","869","2014",
"Sam Goi","Singapore","frozen foods","66","2.1","894","2015",
"Ronald Wanek","United States","Furniture","72","1.8","988","2014",
"Ronald Wanek","United States","Furniture","73","2","949","2015",
"Wong Man Li","Hong Kong","Furniture","49","1.2","1372","2014",
"Wong Man Li","Hong Kong","Furniture","50","1.2","1533","2015",
"Bruno Steinhoff","Germany","Furniture","77","1.1","1638","2015",
"Graham Kirkham","United Kingdom","furniture retail","69","1","1565","2014",
"Cui Lijie","Hong Kong","gambling","","1","1741","2015",
"Johann Graf","Austria","gambling","67","7.2","186","2014",
"Johann Graf","Austria","gambling","68","6.6","208","2015",
"Manuel Lao Hernandez","Spain","gambling","70","2.2","847","2015",
"Manuel Lao Hernandez","Spain","gambling","69","2.2","796","2014",
"Teddy Sagi","Israel","gambling software","43","3.3","534","2015",
"Teddy Sagi","Israel","gambling software","42","2.5","687","2014",
"Taizo Son","Japan","gaming","0","2.1","828","2014",
"Kunio Busujima","Japan","gaming","89","4.5","360","2015",
"Kunio Busujima & family","Japan","gaming","88","4.9","295","2014",
"Kagemasa Kozuki","Japan","gaming","73","1.4","1210","2014",
"Hajime Satomi","Japan","gaming","72","1.1","1465","2014",
"Han Chang-Woo & family","Japan","gaming","83","3.4","466","2014",
"Doris Fisher","United States","Gap","83","3.2","557","2015",
"Doris Fisher","United States","Gap","82","3.3","483","2014",
"John Fisher","United States","Gap","53","2.9","628","2015",
"John Fisher","United States","Gap","52","2.9","580","2014",
"Robert Fisher","United States","Gap","60","2","869","2014",
"Robert Fisher","United States","Gap","61","2","949","2015",
"William Fisher","United States","Gap","57","2","949","2015",
"William Fisher","United States","Gap","56","2","869","2014",
"Igor Makarov","Russia","gas","51","2.1","828","2014",
"Igor Makarov","Russia","gas","52","2.1","894","2015",
"Femi Otedola","Nigeria","gas stations","52","1","1741","2015",
"Leonid Mikhelson","Russia","gas, chemicals","58","15.6","57","2014",
"Leonid Mikhelson","Russia","gas, chemicals","59","11.7","105","2015",
"Daisy Igel","Brazil","gas, petrochemicals","87","1","1741","2015",
"Daisy Igel","Brazil","gas, petrochemicals","86","1.15","1442","2014",
"Carlos Sanchez","Brazil","Generic drugs","53","2.5","737","2015",
"Maurizio Billi","Brazil","Generic drugs","","1.1","1638","2015",
"Gordon Getty","United States","Getty Oil","81","2.1","894","2015",
"Gordon Getty","United States","Getty Oil","80","2","869","2014",
"Daniel Mate","Spain","Glencore International","50","2.6","663","2014",
"Alex Beard","United Kingdom","Glencore International","46","1.95","925","2014",
"Aristotelis Mistakidis","Greece","Glencore International","52","2.5","687","2014",
"Andreas von Bechtolsheim","Germany","Google","59","3.9","435","2015",
"Andreas von Bechtolsheim","Germany","Google","58","3.8","396","2014",
"David Cheriton","Canada","Google","62","2.5","687","2014",
"David Cheriton","Canada","Google","63","2.9","628","2015",
"Eric Schmidt","United States","Google","58","9.3","132","2014",
"Eric Schmidt","United States","Google","59","9.1","137","2015",
"Larry Page","United States","Google","40","32.3","17","2014",
"Larry Page","United States","Google","41","29.7","19","2015",
"Sergey Brin","United States","Google","41","29.2","20","2015",
"Sergey Brin","United States","Google","40","31.8","19","2014",
"Caprotti Bernardo","Italy","grocery stores","88","2.3","764","2014",
"Bernardo Caprotti","Italy","grocery stores","89","2.2","847","2015",
"Johan Johannson","Norway","grocery wholesaling","48","3.1","577","2015",
"Eric Lefkofsky","United States","Groupon","45","1.7","1173","2015",
"Eric Lefkofsky","United States","Groupon","44","1.8","988","2014",
"Charlotte Soderstrom","Sweden","H&M","38","3","603","2015",
"Karl-Johan Persson","Sweden","H&M","39","3","603","2015",
"Liselott Persson","Sweden","H&M","64","4.8","305","2014",
"Lottie Tham","Sweden","H&M","65","4.3","381","2015",
"Stefan Persson","Sweden","H&M","67","24.5","28","2015",
"Stefan Persson","Sweden","H&M","66","34.4","12","2014",
"Tom Persson","Sweden","H&M","30","3","603","2015",
"Erika Pohl-Stroher","Germany","hair products","96","1.3","1415","2015",
"Erika Pohl-Stroher","Germany","hair products","95","1.5","1154","2014",
"John Paul DeJoria","United States","hair products, tequila","71","2.8","663","2015",
"John Paul DeJoria","United States","hair products, tequila","70","3","551","2014",
"Donald Hall","United States","Hallmark","86","1.3","1415","2015",
"Donald Hall","United States","Hallmark","85","1.2","1372","2014",
"Qiu Jianping","China","hand tools","53","1.5","1312","2015",
"Thomas Frist, Jr.","United States","health care","76","7.6","174","2015",
"Thomas Frist, Jr. & family","United States","health care","75","6.1","227","2014",
"Clifford Illig","United States","health care","64","1.2","1605","2015",
"Forrest Preston","United States","health care","81","2","949","2015",
"Frederik Paulsen","Sweden","health care","63","5","281","2014",
"Frederik Paulsen","Sweden","health care","64","4.9","318","2015",
"Paul Ramsay","Australia","health care","78","3","551","2014",
"Neal Patterson","United States","health IT","65","1.9","1006","2015",
"Neal Patterson","United States","health IT","64","1.8","988","2014",
"Judy Faulkner","United States","health IT","71","2.8","663","2015",
"Judy Faulkner","United States","health IT","70","3.1","520","2014",
"Phillip Ragon","United States","health IT","64","1.6","1092","2014",
"Phillip Ragon","United States","health IT","65","1.6","1190","2015",
"John Kapoor","United States","healthcare","71","3.1","577","2015",
"John Kapoor","United States","healthcare","70","1.9","931","2014",
"Hu Kaijun","China","healthcare","52","1.1","1465","2014",
"Malvinder & Shivinder Singh","India","healthcare","0","2.1","828","2014",
"Malvinder & Shivinder Singh","India","healthcare","","2.3","810","2015",
"Bernard Broermann","Germany","healthcare","70","2.8","609","2014",
"Bernard Broermann","Germany","healthcare","71","2.7","690","2015",
"B.R. Shetty","India","healthcare","73","1.7","1118","2015",
"B.R. Shetty","India","healthcare","72","1","1565","2014",
"Azad Moopen","India","healthcare","61","1.1","1638","2015",
"Beda Diethelm","Switzerland","hearing aids","74","1.1","1638","2015",
"William F. Austin","United States","hearing aids","73","1.2","1533","2015",
"Martin Naughton","Ireland","heating equipment","74","2.2","796","2014",
"Martin Naughton","Ireland","heating equipment","75","2.8","663","2015",
"Martin Viessmann","Germany","heating equipment","61","3.5","497","2015",
"Martin Viessmann","Germany","heating equipment","60","2.6","663","2014",
"Achmad Hamami","Indonesia","heavy equipment","84","1.3","1415","2015",
"Achmad Hamami & family","Indonesia","heavy equipment","83","1.6","1092","2014",
"Brian Higgins","United States","hedge fund","49","1","1565","2014",
"Brian Higgins","United States","hedge fund","50","1.2","1533","2015",
"Christopher Hohn","United Kingdom","hedge fund","47","1.05","1540","2014",
"Chase Coleman, III.","United States","hedge fund","39","2.1","894","2015",
"Chase Coleman, III.","United States","hedge fund","38","1.6","1092","2014",
"O. Francis Biondi","United States","hedge fund","49","1","1565","2014",
"O. Francis Biondi","United States","hedge fund","50","1.2","1533","2015",
"Michael Platt","United Kingdom","hedge fund","46","3.5","497","2015",
"Michael Platt","United Kingdom","hedge fund","46","3.6","430","2014",
"Robert Citrone","United States","hedge fund","49","1.1","1465","2014",
"Robert Citrone","United States","hedge fund","50","1","1741","2015",
"Richard Chilton Jr","United States","hedge funds","56","1.2","1533","2015",
"Richard Chilton Jr","United States","hedge funds","55","1.4","1210","2014",
"Philip Falcone","United States","hedge funds","51","1","1565","2014",
"Ray Dalio","United States","hedge funds","65","15.4","60","2015",
"Ray Dalio","United States","hedge funds","64","14.4","69","2014",
"Stanley Druckenmiller","United States","hedge funds","60","3.1","520","2014",
"Stanley Druckenmiller","United States","hedge funds","61","3.1","577","2015",
"Stephen Mandel, Jr.","United States","hedge funds","58","2.1","828","2014",
"Stephen Mandel, Jr.","United States","hedge funds","58","2.3","810","2015",
"Steve Cohen","United States","hedge funds","58","11","106","2014",
"Steve Cohen","United States","hedge funds","59","11.4","109","2015",
"William Ackman","United States","hedge funds","48","2.5","737","2015",
"William Ackman","United States","hedge funds","47","1.45","1203","2014",
"Thomas Sandell","Sweden","hedge funds","54","1.3","1415","2015",
"Thomas Sandell","Sweden","hedge funds","53","1.3","1284","2014",
"Thomas Steyer","United States","hedge funds","57","1.6","1190","2015",
"Thomas Steyer","United States","hedge funds","56","1.55","1143","2014",
"Noam Gottesman","United States","hedge funds","52","2","869","2014",
"Noam Gottesman","United States","hedge funds","53","2.1","894","2015",
"Paul Singer","United States","hedge funds","69","1.5","1154","2014",
"Paul Singer","United States","hedge funds","70","1.9","1006","2015",
"Paul Tudor Jones, II.","United States","hedge funds","60","4.6","352","2015",
"Paul Tudor Jones, II.","United States","hedge funds","59","4.3","345","2014",
"Marc Lasry","United States","hedge funds","53","1.7","1046","2014",
"Marc Lasry","United States","hedge funds","54","1.9","1006","2015",
"Louis Bacon","United States","hedge funds","55","1.6","1092","2014",
"Louis Bacon","United States","hedge funds","56","1.7","1118","2015",
"Leon G. Cooperman","United States","hedge funds","70","3.5","446","2014",
"Leon G. Cooperman","United States","hedge funds","71","3.7","462","2015",
"Henry Swieca","United States","hedge funds","56","1.35","1270","2014",
"Henry Swieca","United States","hedge funds","57","1.5","1250","2015",
"Israel Englander","United States","hedge funds","65","3.3","483","2014",
"Israel Englander","United States","hedge funds","66","3.8","452","2015",
"James Simons","United States","hedge funds","75","12.5","88","2014",
"James Simons","United States","hedge funds","76","14","76","2015",
"James Dinan","United States","hedge funds","55","2.4","782","2015",
"James Dinan","United States","hedge funds","54","2","869","2014",
"John Paulson","United States","hedge funds","59","11.2","113","2015",
"John Paulson","United States","hedge funds","58","13.5","78","2014",
"John Arnold","United States","hedge funds","40","2.6","714","2015",
"John Arnold","United States","hedge funds","40","2.9","580","2014",
"Julian Robertson, Jr.","United States","hedge funds","83","3.4","512","2015",
"Julian Robertson, Jr.","United States","hedge funds","82","3.2","506","2014",
"Ken Griffin","United States","hedge funds","45","5.2","270","2014",
"Ken Griffin","United States","hedge funds","46","6.5","216","2015",
"Larry Robbins","United States","hedge funds","45","2.2","847","2015",
"Larry Robbins","United States","hedge funds","44","1.4","1210","2014",
"Bruce Kovner","United States","hedge funds","70","5","309","2015",
"Bruce Kovner","United States","hedge funds","69","4.8","305","2014",
"Alan Howard","United Kingdom","hedge funds","51","1.6","1190","2015",
"Alan Howard","United Kingdom","hedge funds","50","1.6","1092","2014",
"Andreas Halvorsen","Norway","hedge funds","53","2.8","663","2015",
"Andreas Halvorsen","Norway","hedge funds","52","2.2","796","2014",
"George Soros","United States","hedge funds","84","24.2","29","2015",
"George Soros","United States","hedge funds","83","23","26","2014",
"Glenn Dubin","United States","hedge funds","56","1.8","988","2014",
"Glenn Dubin","United States","hedge funds","57","2","949","2015",
"Daniel Och","United States","hedge funds","54","3.8","452","2015",
"Daniel Och","United States","hedge funds","53","3.9","388","2014",
"Daniel Loeb","United States","hedge funds","52","2.2","796","2014",
"Daniel Loeb","United States","hedge funds","53","2.5","737","2015",
"David Einhorn","United States","hedge funds","46","1.9","1006","2015",
"David Einhorn","United States","hedge funds","45","1.6","1092","2014",
"David Tepper","United States","hedge funds","57","10.4","121","2015",
"David Tepper","United States","hedge funds","56","10","122","2014",
"David Shaw","United States","hedge funds","63","4.1","405","2015",
"David Shaw","United States","hedge funds","62","3.6","430","2014",
"Charlene de Carvalho-Heineken","Netherlands","Heineken","60","11.6","107","2015",
"Charlene de Carvalho-Heineken","Netherlands","Heineken","59","10.4","113","2014",
"Nicolas Puech","France","Hermes","72","2","949","2015",
"Nicolas Puech","France","Hermes","71","2","869","2014",
"He Xiangjian","China","home appliances","72","9.9","125","2015",
"Rubens Menin Teixeira de Souza","Brazil","home building","58","1.2","1372","2014",
"Wong Luen Hei","China","home building materials","53","1.3","1415","2015",
"Bernard Marcus","United States","Home Depot","85","3.8","452","2015",
"Bernard Marcus","United States","Home Depot","84","3.5","446","2014",
"Arthur Blank","United States","Home Depot","72","2.5","737","2015",
"Arthur Blank","United States","Home Depot","71","1.8","988","2014",
"Bill Adderley","United Kingdom","home furnishings","67","1.8","1054","2015",
"Bill Adderley & family","United Kingdom","home furnishings","66","1.75","1036","2014",
"Chris Dawson","United Kingdom","home goods retail","63","1","1741","2015",
